IDNRK,LIFNR,ORT01
K103983,Soldto Test,서울특별시
GP26104000,Foreign Customer,Bloomington
GP26200700,[Msc] Mando Suzhou,Suzhou
GP27811600,Hmc_환경기술연구소_Oem,104-7
GP26104600,Gm_Brazil_De,Spbrazil
GP26201200,Hyundai Motors A/S,울산광역시
GP26107250,Majab3,Walbrzych
GR93116800,Ford_Na_De,Dearborn Mi  Us
GR93122000,Mdm_Testshipto,Address
GP26006150,Kia Hwaseong Ckd,Hwaseong-Si
GP26401900,Weco,서울특별시
GP26305100,Kb오토시스,아산시
GP26402100,Bmw De,Krauthausen
GP26402700,Hyundai Wia Korea,경상남도 창원시
K103612,Hyundai Mobis,울산광역시
K101650,Kia Motor Hwaseong A/S,Hwaseong-Si
GP27201400,Mcm_Gm1,Saltillo
GP93103700,Mcm_Gm1,Ramos Arizpe Coah
K101762,Gm_Ramos_Oem,Coach
GP27809500,Mdk_Chana_De,Chongqing China
K302484,Ania10,Walbrzych
GP27809900,네이버,경기도 성남시
K302521,Gm_Indonesia_De,Pondok Ungu Bekasi West Java Ind
GP27810500,영완,시흥시
GP27826000,Patkrz1907,Walbrzych
GP27826100,Majab33,Walbrzych
GP93008000,한국스탠다드차타드은행,서울특별시
GP93101000,대화은행 서울지점,서울특별시
GP92411400,Volkswagen Poland,Pozna
GP92412200,X164910,City
GP28500400,[Do Not Use] --> M100-11,Address
GP28510010,한국산업은행,서울특별시
K103586,대일정공-본사,익산시
K103604,Kia Kwangju Bill-To(Payer),광주광역시
GP27704000,Gm Global Tooling Service Company,Luton
GP27807700,Mdm_Testsoldto222233333,서울특별시
GP27812500,Ap Warehouse ( Sakthi Traders ),Bangalore-Hyderabad Highway Ananta
GP29103200,Sold To 06_22,경기도 성남시
GP29202100,[Mga] Georgia Steering Plant,Georgia
GP29302300,Hyundai Motor Asan Plant,Asan-Si
GP343A1100,Zyrafa10,Walbrzych
GP92111400,한국스탠다드차타드은행,서울특별시
GE50454Y00,Asdasd,서울특별시
GM416A3300,Ap Warehouse ( Sakthi Traders ),Bangalore-Hyderabad Highway Ananta
GM911A1200,Mcm_Gm1.1,Ramos Arizpe Coah
GQ802A1200,한국씨티은행,서울특별시
GQ830A1100,다본오토모티브-원주공장,원주시
GQ803A1100,Gm_Oshawa_De,Ontario
GQ804A1100,Abc Corporate,서울특별시
GM424A1800,Gm Ecuador_As(Sp),Quito
GQ806A1100,Hyundai Glovis,서울특별시
GQ850A1100,Precision Pressform Industries-Plan,Ben
GQ832A1100,서영정밀,화성시
GQ812A1200,우영유압,인천광역시
GQ851A1100,[Do Not Use] --> M100-11,Address
GQ872A1200,부산세관,부산광역시
GQ874A1100,Msc_Bhmc/Dyk_De,Suzhou New District
GZ651A2900,Gm_Opel_Europe(Eur)_De,Spain
K302616,Mca_Gm,Silao
GS78500100,Mcm_Gmtest,Ramos Arizpe Coah
GS95300100,Youngshin Automotive India Private,Chennai
GU85200700,Mcp_Bmw,Garching-Hochbrueck
GU85201200,Hyundai Polytech America Inc.,Eufaula
GU89101800,Chrysler_Fca Ii_Oem,Mex  Mx
GU92100500,동일기계공업,안성시
GU820D2101,네이버,경기도 성남시
GU830A6000Z1,Cs Sub Vendor 03,City
KSGU800001,Int 주소 미생성 확인 테스트,경기도 성남시
GU826A500030,신한금융투자,서울특별시
GU845A6000,다이나캐스트코리아,경기도 안양시
GU845C1000,다이나캐스트코리아,경기도 안양시
GU83045800,Sold To 생성 0523_1_2,경기도 성남시
GU824A9400,P15871,Pangyo
GU89110300,Gm_Brazil_De,Pr  Brazil
GU82451300,[Mdk] Wonju Steering Plant,Wonju
GU92423300,Mck_Hm금속,City
GU852A1900,Ford_Flat Rock_Oem,Mi  United States
GU825A3200,Chrysler_Warren_Oem,Poland
GU826A5000,[Msc] Mando Suzhou,Suzhou
GU836A5000,Hyundai Motor Manufacturing Alabama,Montgomery
K101255,Amediateka,Walbrzych
GU845A600030,Mcp_ Ford Lincoln Cbg,Dummy
GU845A600010,Gm_Opel_Europe(Eur)_De,Spain
GU845A600020,Hyundai Wia Korea,경상남도 창원시
GU845C100030,우리은행 판교지점,경기도 성남시
GU845C100010,대경엔지니어링_박용수,경기 부천시
GU84100500,Mcm_Gm,Mexico
GU84110500,인팩_충주,충주시
GU84200400,Mdm_Testfi-Customer,Address
GU84200800,Mbc_Hkmc,서울특별시
GU842A2000,Bolim1,인천광역시
GU842A1700,Mcm_Canoo_Torrance_Usa_Oem,Ca  United States
GU89100700,Bmw(Eur)_De,Muenchen Germany
GU89100100,Mdk_Bhmc,Suzhou New District
GU93610800,교보증권,서울특별시
K103032,Mck_주식회사 일신캐스팅,City
K103221,Hkmc_Korea_De,서울특별시
4A13485GS,Shipto,서울특별시
K100963,Hyundai Glovis Ship-To,서울특별시
K100961,한국산업은행,서울특별시
K103229,Mbc_Hkmc,서울특별시
K101724,Tdscusupd2,Udaipur
K301804,Gmdat_Korea_De,Gunsanjeonbuk
K301805,Mdk_Hmc,104-7
K301806,Hyundai Wia Korea,경상남도 창원시
K301807,Hyundae Polytech Mexico S. De R.L.,Www
K302333,Gosia_1907,Walbrzych
K302334,Customer_Lee_01,Frankfurt
K302340,롯데정보통신 Billto,경기 용인시
K301407,한화손해보험,서울특별시
K302262,Hyundai Motor Company,울산광역시
K302360,Customer_Iza,Walbrzych
K302260,Msc_Bhmc/Dyk_De,Suzhou New District
K302587,미즈호은행,서울특별시
SA32200901,Zf Lemforder_Australia_De,Australia
SU32400401,Zzz01,Szhou
SA32200902,지엠비코리아,경상남도 창원시
SA32200901-02,Mdk_Hmc,104-7
SA32200902-03,Kia Hwaseong Ckd,Hwaseong-Si
SA32200902-02,Mcp_Gt Oberflächen Gmbh,Heinsdorfergrund
SH21000733-51,미쓰이스미토모은행 서울지점,서울특별시
SH21100201,Hyundai Mobis Bill-To(Payer),서울특별시
SZ200C1415,Halla Holdings,서울특별시
KSSK110001,Gmdat_Korea_De,Gunsanjeonbuk
SH2100075951,Youngshin Automotive India Private,Chennai
KSSK110002,Gm_Uzbekistan(Usd)_De,Uz  Uzbekistan
SZ200C1428,Kb오토시스,아산시
SH21200101,대흥알앤티,김해시
K102071,Mdk_Sgm_De,Shanghichina
4A1475501,Ford Werke Gmbh (Usd)_As,Koeln
4A18780,한라세라지오,City
SH222A2420Z1,Hyundai Motor Manufacturing Alabama,Montgomery
K105748,광성정밀,아산시
SH222A2401-02,Hyundai Polytech America Inc.,Eufaula
SH222A242002,Kia Hwaseong Bill-To(Payer),Hwaseong-Si
SH222A242003Z1,Hyundai Polytech America Inc.,Eufaula
4A13276,Mdk_Chana_De,Chongqing China
SH23300405,Dariacustomer,Walbrzych
SZ100C2305,Gm_Toluca_Mx_As,Mexico
SZ12001702,Gm_India(Krw)_De,Maharashtra India
SZ120A2101,[Mcm] Arteaga Plant,Arteaga
SZ121C2713,Hmc_환경기술연구소_Oem,104-7
SZ12300101,Shipto,서울특별시
SZ12901801,신한은행 Gs타워대기업금융센터,서울특별시
SZ32000702,Bank Of America Leasing & Capital-K,Los Angeles
SZ330C1201,Zyrafa10,Walbrzych
SH23300405-20,Mbccus01,Beijing
SZ45000201,호주뉴질랜드은행 서울지점,서울특별시
SA26200207,이요찬 Bp,서울특별시
SZ12002701,엠유에프지은행,서울특별시
SZ12002702,Majab3,Walbrzych
SZ12108604,Chrysler_Fca_Oem,Agua Nueva Saltillo
SZ12902101,삼성생명보험,서울특별시
SZ12903701,Kia Motor Oem,서울특별시
SZ13000401,Ford Espania Sl_Oem,Valencia Hiszpania
SZ35000601,Bolim1,인천광역시
SH284A1301,Mcm_Gm1,Saltillo
SH285A1501,Bolim1,인천광역시
SH310A0523,Canoo_Torrance_Usa_Oem,Ca  United States
SH32500301,조이테크,천안시
SH360A0226,Gm_Orion_De,Mi Usa
SH384A1601,Mcp_Gm Global Tooling Service Compa,Luton
SU371A1501,Kia Kwangju Bill-To(Payer),광주광역시
SZ310C1701,Hyundai Motor Jeonju Bill-To(Payer),Wanju-Gun
SZ40003502,Mck_Abc산업,City
SZ400C8002,Citibank N.A.,Philadelphia
SZ441D0201,Opel Gmbh_Germany_De,Germany
SZ520A0101,Mdm_Testsoldto222233333,서울특별시
SH310A0524,Customer20 Customer20,서울특별시
SH310A052351,Hmma_Mobis(Rdc)_As,Montgomery
SZ20009276,Ford_As,Mi Oakland  Usa
SZ920B3405,Takenaka Europe Gmbh Sp. Z O.O.,Warszawa
SZ920B3404,에스엠티코리아리미티드,안성시
SZ920B3406,Kia Kwangju Oem,광주광역시
SH310C550151,Iryna_1111,Walbrzych
SH311C1601,Mdk_Bhmc,Suzhou New District
SZ20007780,Ap Warehouse ( Sakthi Traders ),Bangalore-Hyderabad Highway Ananta
SZ36002801,아센텍,아산시
SH310C550551,하나은행 판교지점,경기도 성남시
SH31200102,Standard Chartered Bank,New York
SZ42000101,[Mbc] Beijing Suspension Plant,Beijing
SZ22002201,Shaun_1,Wabrzych
SZ22004101,Kia Motor Company,서울특별시
K101561,"Matlab, Inc.",Asheboro
SH322C4901,에스씨엘,충청남도
SH322C4903,Gm_Cis_De,Moscow Russia
SH322C4904,Hyundai Mobis,울산광역시
SH32601001,Gm_Navistar_Oem,Springfield
SH322C220303,Bank Of America Leasing & Capital-K,Los Angeles
SH322C220302,Gm_Indonesia_De(Sp),Indonesia
SH322C4901-03,한라정공,인천광역시
SH322C4903-03,국민은행,서울특별시
SH322C4903-02,Pakt Sp. Z O.O.,Walbrzych
SH322C490403,Kr,서울특별시
SH322C490402,Msy_Opel Gmbh_Germany_De,Germany
SH323A2001,금융감독원,서울특별시
SZ22006101,Gm_Trw Saginaw_Oem,Saginaw
SZ310C1301,대성전기공업,안산시
SH333C2401,키미,시흥시
SZ102A1331,Gm_Spring Hill_Oem,Tn  United States
SZ12001601,Citibank Fsb,New Castle
SZ12001602,농협은행 판교테크노밸리지점,경기도 성남시
SZ12005802,Pnc Bank,Birmingham
SZ120A2301,Gm_Indonesia_De(Sp),Indonesia
SZ12106802,[Mca] Alabama Brake Plant,Usa
SZ12108509,Ford_As,Mi Oakland  Usa
SZ12902401,네이버,경기도 성남시
SZ12904001,Ford Lio Ho Motor Cp Ltd,Taoyuan City Taiwan Roc
SZ129C1401,신한은행 영업부,서울특별시
SZ320A0201,Volkswagen Poland,Pozna
SZ12108538,조이테크,천안시
SZ129C1801,Bmw Ag_Oem,Munchen
SZ12108513,키움증권,서울특별시
SZ32100102,Bank Of America Leasing & Capital-K,Los Angeles
SZ102A1316,Bmw(Krw)_De,Munchen Deutschland
SZ102A1333,Anna041293,Walbrzych
SZ12108514,Kia Kwangju Bill-To(Payer),광주광역시
SZ12108536,디비에스은행,서울특별시
SZ102A1314,우리은행 롯데월드타워금융센터,서울특별시
SZ102A3105,Tdscustupd1,Gandhinagar
SZ12102701,광덕에이앤티,인천광역시
SZ12108532,Mck_Hm금속,City
SZ45000202,Hyundai Wia Korea,경상남도 창원시
SH333C2401-20,[Mbc] Beijing Suspension Plant,Beijing
SH333C2601-20,Takenaka Europe Gmbh Sp. Z O.O.,Warszawa
SZ45000307,Sundaram Auto Components Limited Pl,Chennai
SH362A0201,Gm_As_,Memphis Tn
SZ105A0205,Mcp_Boge Elastmetall Gmbh,Damme
SZ12000202,[Mdk] Pyeongtaek Brake Plant1,Pyeongtaek
SZ12000801,키움증권,서울특별시
SZ12000802,케이비증권,서울특별시
SZ120A3203,Gmm Silao Asm_Oem,Silao
SZ121C3315,Asd,경기도 성남시
SZ12900201,Gm Motors_Mexico_ De,De Mxico
SZ12900301,[Mga] Georgia Steering Plant,Georgia
SZ13000203,Lufapak Gmbh_As,Euwied
SZ32000201,광성브레이크,아산시
SZ32005201,네이버,강원 춘천시
SZ33200801,Kb오토시스,아산시
SZ350A1801,Kia Motor Company,서울특별시
SH385A2501,Gmm Silao Asm_Oem,Silao
SK210C430751,Sold To 06_22_0,경기도 성남시
SK214C1301,Mcp_Gt Oberflächen Gmbh,Heinsdorfergrund
SK215C1401,신한정밀공업대전공장,대전광역시
ST21200301,Hmma_Mobis(Rdc)_As,Montgomery
SZ20003557,Ford Werke Gmbh_(Koeln Usd)_Oem,Koeln Germany
SZ360C4901,Hylee_002,Frankfurt Am Main
SZ360C5001,대웅엔지니어링,안성시
SZ373A5101,Gm_India(Krw)_De,Maharashtra India
SK210C430851,Mcm_Gm1.2,Ramos Arizpe Coah
K105523,Chrysler_Dana Va Chesapeake_Oem,Detroit United States
K102758,ㅣBillto,서울특별시
K101723,엠유에프지은행,서울특별시
4SA10898,Gm Russian_Russian_De,Saint-Petersburg Russian Federatio
SK22202110,Hyundai Mobis Bill-To(Payer),서울특별시
SK22202137,[Mga] Georgia Brake Plant,Usa
SK22202110-03,주식회사조이,시흥시
K105752,Gm_Indonesia_De(Sp),Indonesia
SK2220213703,Sold To 생성 0523_1,경기도 성남시
SK2220213702,[Mnc] Mando Ningbo,Ningbo
SH33300301,엠유에프지은행,서울특별시
SZ12105501,신동성,원주시
SZ12700103,Gm_Brazil_As,Sorocaba Sao Paulo Brazil
SZ32000102,Hmc_원효로서비스센터_Oem,86 원효로4가
SZ10004319,Gm_Brazil 2(Usd)_De,So Caetano Do Sul - Sp  Brasil
SK23300644-20,드림텍,아산시
SK26200404,Kia Hwaseong Bill-To(Payer),Hwaseong-Si
SZ12104201,Hyundae Polytech Mexico S. De R.L.,Www
SZ13000201,Int 주소 미생성 확인 테스트,경기도 성남시
SZ35000101,주식회사조이,시흥시
SK26200420,Hmma_Al_Oem,Montgomery
SK26200413,금융감독원,서울특별시
SK26200418,주식회사조이,시흥시
SZ12107001,Mcm_Gm,Mexico
SK283A2801,Kookmin Bank New York,New York
K102963,Southern Polymers-Chennai,Chn
SK410A080151,[Mnc] Mando Ningbo,Ningbo
SK41200301,네이버,경기도 성남시
SK415A1401,제이피모간체이스은행 서울지점,서울특별시
SZ20005402,아이엔지은행 서울지점,서울특별시
SZ373A5301,Gm_Adam Opel(Euro)_As,Herne
SK410A312551,Gm_Indonesia_De(Sp),Indonesia
SZ920A5763,명진금속공업주식회사,안산시
SK412A0101,Kia Gwangmyeong Ckd,Gwangmyeong-Si
SZ200Z2001,Amediateka,Walbrzych
SZ360A0501,하이투자증권 법인영업부지점,서울특별시
SZ373A5001,Customer_Iza,Walbrzych
SZ386A1201,Karolina,Walbrzych
SK410A312651,Dongsung Poland Sp.Z.O.O,Zarow
SZ920A5764,동성정밀엘엑스,원주시
SK410A314351,Gmm Silao Asm_Oem,Silao
SZ920A5789,태성포리텍,익산시
SZ920A5790,Gmm Silao Asm_Oem,Silao
SK410A315751,현대글로비스_아산,123-123
SK410A315851,Cho_Customer_01,Frankfurt
SZ920A6528,Kookmin Bank New York,New York
SK410A315951,Precision Pressform Industries-Plan,Ben
SZ920A6529,Mai_Ashley Alteams India Limit,Chn
SK410A316051,Abc Corporate,서울특별시
SZ920A6530,Ford_Flat Rock_Oem,Mi  United States
SK410A316151,Sbl Moters,서울특별시
SK410A316251,Mdk_Gmsa,South Africa
SZ920A6532,[Mdk] Pyeongtaek Brake Plant,Address
SK410A316351,키움증권,서울특별시
SZ920A6533,하나금융투자,서울특별시
SK410A316451,Tdscusupd2,Udaipur
SZ920A6534,[Msc] Suzhou Steering Plant,Suzhou
K104357,[Msc] Mando Suzhou,Suzhou
SK416A1401,Amediateka,Walbrzych
SK417A1401,Gm Korea_As,인천광역시
K102826,[Mga] Georgia Brake Plant,Usa
K102886,신성Atc,원주시
SK422A4702,Hyundai Mobis,울산광역시
SK42400201,Ford_Europe_De,Germany
SZ34000601,Dor_Ar,Walbrzych
SK422A2401,Chrysler_Mopar_As,City
SK424A1301,[Mail] Mando India,Bangalore
SK422A2401-03,한국증권금융,서울특별시
K104098,조이테크,천안시
SK422A2401-02,코우산업,평택시
SK422A470203,Gurgaon Warehouse ( 3T Logistics ),인도 구르가온
K105754,현대차증권,서울특별시
K105790,롯데정보통신 Billto,경기 용인시
SK433A1303,Lufapak Gmbh_As,Euwied
SZ102A1404,Mexico Taesan S De Rl De Cv,Arteaga Coahuila Mexico 25350
SZ102A3008,Gm_Uzbekistan(Usd)_De,Uz  Uzbekistan
SZ120A2201,Ford_Mex_Oem,City
SZ120A2202,Mdm_Testsoldto222233333,서울특별시
SZ12109620,Gosia_1907,Walbrzych
SZ121A2907,태성포리텍,익산시
SZ121A2935,Gm_Mexico_De,Mexico
SZ12903001,[Do Not Use] --> M310-31,Usa
SH333C2601,Ania04,Walbrzych
SZ102A1441,Gmsa_De,South Africa
SZ12006204,대웅엔지니어링,안성시
SZ12109647,신성Atc,원주시
SZ102A1405,Mdk_Sgm_De,Shanghichina
SZ12109615,인하테크,원주시
SZ121A2904,Kia Motor Oem,서울특별시
SZ102A1434,Chrysler_Dana Toledo_Oem,Toledo United States
SZ12109648,전성,충주시
SZ121A2906,에스케이증권,서울특별시
SZ12109631,Chrysler_Fca_Oem,Agua Nueva Saltillo
SZ45000218,롯데정보통신 Billto,경기 용인시
SK46200707,병화,천안시
SZ121C3307,Gm_Brazil_De,Spbrazil
SZ12900202,Mce_Gm,Ellesmere Port
SZ130A1102,Mmt,인천광역시
SZ32000301,Cs Sub Vendor24,City
SK46200708,제이디테크,경상남도 창원시
SZ121C3303,Gme_German_De,Russelsheim Germany
SK46200701,Basf Polyurethanes Gmbh(Im),Lemfoerde Germany
SZ121C3306,Gm_Brazil_De,Spbrazil
SK462A0401,Hyundai Motor Ulsan 2Nd Plant,울산광역시
SZ105A0112,Cs Sub Vendor 03,City
SZ120A0602,Gm_Brazil_De(Sp),Sorocaba Sao Paulo
SZ120A3201,Wells Fargo Bank N.A.,San Francisco
SZ12107601,Test_Customer,Pangyo
SZ121A2310,동성정밀엘엑스,원주시
SZ33501501,Ap Warehouse ( Sakthi Traders ),Bangalore-Hyderabad Highway Ananta
SK47200501,Sd Test 02,경기도 성남시
ST47300101,신한은행 영업부,서울특별시
SK472A0101,Hyundai Assan Otomotiv Sanayi Ve,Kozyatagiistanbul
SK485A1901,General Motors Company : Payer,Detroit Michigan
SK494A0101,에스케이증권,서울특별시
SK384A1101,한국수출입은행,서울특별시
SK485A2101,[Mcp] Walbrzych Suspension Plant,Walbrzych
KSSL400001,Gm Thailand_Thailand_De,Apluakdaeng  Rayong Thailand
SL42000316,엔에이치투자증권,서울특별시
SL44000701,태양금속공업,안산시
SL489A0101,[Mcm] Mando Mexico,City
SL49000218,Mga_Hmma,Test
SZ400A0101,Bmw Ag Wallersdorf_As,Wallesdorf
SZ510A0103,Dor_Ar,Walbrzych
SL410A050151,화동뉴텍,원주시
SL41100301,에스엠티코리아리미티드,안성시
SZ920A7036,"Matlab, Inc.",Asheboro
SL410A050351,Alabama Plating Technology Llc,Lanett
SZ920A7047,Hyundai Motor Asan Bill-To(Payer),Asan-Si
SL41200201,Test Company234567890,Adress1
K102786,노무라금융투자,서울특별시
SL45100207,Bmw Ag_German_De,Mnchen
SL42400202,Gm_Brazil_De,Spbrazil
SL433A0106,한도,천안시
SL43500101,Hylee_002,Frankfurt Am Main
SZ12004901,Anna041293,Walbrzych
SZ12004902,Mck_주식회사 일신캐스팅,City
SZ12005502,현대차증권,서울특별시
SZ12005503,Mbccus01,Beijing
SZ12903801,Woori Bank New York,New York
SZ150A1504,Mdm_Testfi-Customer,Address
SZ32010501,Kia Kwangju Bill-To(Payer),광주광역시
SZ12005501,Ford Werke Gmbh_(Koeln Usd)_Oem,Koeln Germany
SL410A0501,Bmw Ag,City
SL44100401,Ford_Flat Rock_Oem,Mi  United States
SL410A0503,노무라금융투자,서울특별시
SL44200402,[Do Not Use] --> M310-31,Usa
SL44300101,롯데정보통신,서울특별시
SL44500401,Hyundai Wia Korea,경상남도 창원시
SL46400102,엔에이치투자증권 잠실금융센터,서울특별시
SL44600202,Gm_Mexico_As,Industrial Toluca
SL44700101,Mcp_Customer_Shaun_002,Wabrzych
K102783,Chrysler_Dana Va Chesapeake_Oem,Detroit United States
SL45200207,광덕에이앤티,인천광역시
SL45400101,신성Atc,원주시
SL45500101,Gm_Brazil_De,Spbrazil
SZ33006001,Y100547,City
SL46500102,부산세관,부산광역시
SL46600101,Pakt Sp. Z O.O.,Walbrzych
SL46700101,성용하이테크,김포시
SL46800101,Bmw De,Krauthausen
SZ33006201,새론오토모티브,천안시
SL57000201,Test111122223333,서울특별시
SL48300201,에스케이증권,서울특별시
SL58400101,Hyundai Motor Ulsan 1St Plant,울산광역시
SL58500101,Renault Samsung Motor,부산광역시
SH385A0201,Hyundai Motors A/S,울산광역시
SL45500201,Gosia_1907,Walbrzych
SL46200105,Hyundai Motor Asan Ckd,Asan-Si
SL49300101,江苏瑞尔隆鼎实业有限公司,Beijing
SL49400101,Karolina,Walbrzych
SL49700101,금융감독원,서울특별시
SZ32010601,교보생명보험,서울특별시
SZ33006101,X164910,City
SZ42002001,Kia Motor Bill-To(Payer),서울특별시
SZ42002002,Mca_Gm,Silao
SZ42002802,Chrysler_Dana Va Chesapeake_Oem,Detroit United States
K102785,Zf Lemforder_Australia_De,Australia
SL5220020303,Customer_Lee,Walbrzych
SL5220020302,신영증권,서울특별시
SL47400101,Alpina Burkard Bovensiepen,Buchloe
SL49300201,Kia Hwaseong Ckd,Hwaseong-Si
SL57100201,고려전자충주공장,충주시
SZ421A1601,Tdscusupd3,Gandhinagar
SL57200201,Crown Technologies Plant Ii,Ahmed Nagar
SL57300101,Test_Customer,Pangyo
SM221A1101,Sc_Bpc01,City
SP39602901,Kc Sol Tec,Auburn
SZ92001614,Gm_India_De,Gujarat
SP39602903,Volkswagen Poland Bill-To(Payer),Pozna
SZ92001615,신한금융투자,서울특별시
SP39602904,Cs Sub Vendor,City
SZ92001616,성진포머,대구광역시
SP39602905,삼성증권,서울특별시
SZ92001619,Hyundai Motor Beijing Bill-To(Payer,Beijing
SP39602906,Gm_Cami Autrans_Oem,Ingersol Canada
SZ92001620,Customer20 Customer20,서울특별시
SP39602908,롯데정보통신 Billto,경기 용인시
SZ92001631,威马新能源汽车采购（上海）有限公司,Shanghai
SA32000401,Mdk_Gmsa,South Africa
SU32500301,Tdscusupd3,Gandhinagar
SU36000802,Mdm_Testsoldto222233333,서울특별시
SZ20102836,광성정밀,아산시
SZ40006102,Crown Technologies Plant Ii,Ahmed Nagar
SZ510A0102,Mcp_Boge Elastmetall Gmbh,Damme
SP31000702,Cho_Customer_01,Frankfurt
ST23000610,Mdk_Chana_De,Chongqing China
SP31000704,Mdm_Testshipto,Address
SP31000705,영광Eng,아산시
ST23000612,Sbl Moters,서울특별시
SU36000629,Bmw Ag_Oem,Munchen
SP31000706,Gm_As_Llc,Mi United States
SP31000708,Gmk_Korea_De,인천광역시
ST23000520,Basf Polyurethanes Gmbh(Im),Lemfoerde Germany
SP39603101,엔에이치투자증권 광화문금융센터,서울특별시
SZ92001617,Hmma_Mobis(Rdc)_As,Montgomery
SP39603102,Test Supplier,충청북도
SZ92001618,키미,시흥시
SP31000801,대화은행 서울지점,서울특별시
SU36001001,[Do Not Use] --> M100-11,Address
SU38500702,Gm_Brazil_De,Spbrazil
SZ20102837,Hyundai Motor Ulsan 3Rd Plant,울산광역시
SZ40004101,Gm_Brazil_De,Pr  Brazil
SP31000802,Gm_Colombia(Krw)_De,Bogota Dc Sur America Colombia
ST23000611,Igs Schreiner Gmbh,Hamburg
SP39603901,Southern Polymers-Chennai,Chn
SZ92001624,Customer_Iza,Walbrzych
SP39603902,Hyundai Motor Jeonju Plant,Wanju-Gun
SZ92001625,Shipto Test_22,서울특별시
SP31001401,제이피모간체이스은행 서울지점,서울특별시
SP31001402,Dor_Ar,Walbrzych
SP39604101,Mdk_Gmsa,South Africa
SZ92001626,디에스피이엔티,아산시
SP31001501,키움증권,서울특별시
SP36501101,Reiner Sp. Z O.O.,Miekinia
SZ20002420,"Matlab, Inc.",Asheboro
SZ30005301,케이에이씨,원주시
SZ31006501,Kia Gwangmyeong Bill-To(Payer),Gwangmyeong-Si
SZ20002421,한국투자증권,서울특별시
SP25101901,Asdasd,서울특별시
SP30003902,[Msc] Suzhou Brake Plant,Suzhou
SP30003904,한화손해보험,서울특별시
SP30003905,엠유에프지은행,서울특별시
SP30003908,제이디테크,경상남도 창원시
SP25101501,Zzz01,Szhou
SP35400701,Mexico Taesan S De Rl De Cv,Arteaga Coahuila Mexico 25350
